product_id;product_name;brand;rating;review_text;review_date
101;Samsung Galaxy A55;Samsung;1;Соотношение цена/качество оптимальное.;25.04.2024
102;Xiaomi Redmi Note 13;Xiaomi;5;Дизайн простой, но функционал на уровне.;14.10.2024
103;Apple iPhone 15;Apple;1;Дизайн простой, но функционал на уровне.;01.08.2024
101;Samsung Galaxy A55;Samsung;3;Корпус царапается, нужен чехол.;27.05.2024
102;Xiaomi Redmi Note 13;Xiaomi;4;Производительность на высоте.;11.09.2024
103;Apple iPhone 15;Apple;1;Дизайн простой, но функционал на уровне.;16.10.2024
101;Samsung Galaxy A55;Samsung;1;Производительность на высоте.;13.05.2024
102;Xiaomi Redmi Note 13;Xiaomi;5;Медленно работает GPS.;11.09.2024
103;Apple iPhone 15;Apple;2;Дизайн простой, но функционал на уровне.;19.09.2024
101;Samsung Galaxy A55;Samsung;3;Фото отличное, особенно ночные снимки.;18.08.2024
102;Xiaomi Redmi Note 13;Xiaomi;5;Медленно работает GPS.;17.06.2024
103;Apple iPhone 15;Apple;1;Средне, есть недостатки по звуку.;20.06.2024
101;Samsung Galaxy A55;Samsung;5;Цена высокая, но оправдана.;14.06.2024
102;Xiaomi Redmi Note 13;Xiaomi;3;Очень доволен качеством, всё работает отлично.;29.05.2024
103;Apple iPhone 15;Apple;4;Много бесполезных приложений в системе.;28.10.2024
101;Samsung Galaxy A55;Samsung;3;Удобный интерфейс, всё понятно.;12.08.2024
102;Xiaomi Redmi Note 13;Xiaomi;2;Приятно держать в руке, экран яркий.;12.09.2024
103;Apple iPhone 15;Apple;2;Слабый аккумулятор, приходится заряжать дважды в день.;14.10.2024
101;Samsung Galaxy A55;Samsung;3;Камера не впечатлила.;01.04.2024
102;Xiaomi Redmi Note 13;Xiaomi;2;Памяти маловато для фото и видео.;04.08.2024
103;Apple iPhone 15;Apple;4;Очень доволен качеством, всё работает отлично.;08.07.2024
101;Samsung Galaxy A55;Samsung;1;Очень доволен качеством, всё работает отлично.;08.07.2024
102;Xiaomi Redmi Note 13;Xiaomi;1;Дизайн простой, но функционал на уровне.;04.05.2024
103;Apple iPhone 15;Apple;2;Нестабильная связь, иногда пропадает интернет.;26.09.2024
101;Samsung Galaxy A55;Samsung;1;Приятно держать в руке, экран яркий.;31.07.2024
102;Xiaomi Redmi Note 13;Xiaomi;4;Медленно работает GPS.;07.09.2024
103;Apple iPhone 15;Apple;2;Очень доволен качеством, всё работает отлично.;04.10.2024
101;Samsung Galaxy A55;Samsung;4;Компактный и лёгкий, удобно носить.;03.07.2024
102;Xiaomi Redmi Note 13;Xiaomi;4;Слабый аккумулятор, приходится заряжать дважды в день.;18.05.2024
103;Apple iPhone 15;Apple;5;Приятно держать в руке, экран яркий.;23.10.2024
101;Samsung Galaxy A55;Samsung;4;Рекомендую друзьям, лучший выбор.;19.04.2024
102;Xiaomi Redmi Note 13;Xiaomi;3;Рекомендую друзьям, лучший выбор.;06.07.2024
103;Apple iPhone 15;Apple;3;Соотношение цена/качество оптимальное.;14.08.2024
101;Samsung Galaxy A55;Samsung;5;Приятно держать в руке, экран яркий.;26.06.2024
102;Xiaomi Redmi Note 13;Xiaomi;1;Цена высокая, но оправдана.;24.10.2024
103;Apple iPhone 15;Apple;3;Приятно держать в руке, экран яркий.;11.06.2024
101;Samsung Galaxy A55;Samsung;5;Слабый аккумулятор, приходится заряжать дважды в день.;16.05.2024
102;Xiaomi Redmi Note 13;Xiaomi;1;Цена высокая, но оправдана.;15.07.2024
103;Apple iPhone 15;Apple;1;Рекомендую друзьям, лучший выбор.;20.08.2024
101;Samsung Galaxy A55;Samsung;1;Цена высокая, но оправдана.;18.08.2024
102;Xiaomi Redmi Note 13;Xiaomi;1;Приятно держать в руке, экран яркий.;30.08.2024
103;Apple iPhone 15;Apple;3;Удобный интерфейс, всё понятно.;25.09.2024
101;Samsung Galaxy A55;Samsung;1;Производительность на высоте.;05.08.2024
102;Xiaomi Redmi Note 13;Xiaomi;2;Слабый аккумулятор, приходится заряжать дважды в день.;02.08.2024
103;Apple iPhone 15;Apple;4;Дизайн простой, но функционал на уровне.;05.09.2024
101;Samsung Galaxy A55;Samsung;2;Много бесполезных приложений в системе.;29.07.2024
102;Xiaomi Redmi Note 13;Xiaomi;1;Медленно работает GPS.;17.10.2024
103;Apple iPhone 15;Apple;5;Камера не впечатлила.;06.10.2024
101;Samsung Galaxy A55;Samsung;2;Цена высокая, но оправдана.;07.05.2024
102;Xiaomi Redmi Note 13;Xiaomi;1;Очень доволен качеством, всё работает отлично.;08.07.2024
103;Apple iPhone 15;Apple;2;Дизайн простой, но функционал на уровне.;28.08.2024
101;Samsung Galaxy A55;Samsung;3;Фото отличное, особенно ночные снимки.;22.04.2024
102;Xiaomi Redmi Note 13;Xiaomi;4;Слабый аккумулятор, приходится заряжать дважды в день.;20.10.2024
103;Apple iPhone 15;Apple;3;Рекомендую друзьям, лучший выбор.;16.06.2024
101;Samsung Galaxy A55;Samsung;5;Цена высокая, но оправдана.;22.09.2024
102;Xiaomi Redmi Note 13;Xiaomi;1;Дизайн простой, но функционал на уровне.;28.09.2024
103;Apple iPhone 15;Apple;4;Фото отличное, особенно ночные снимки.;09.09.2024
101;Samsung Galaxy A55;Samsung;4;Медленно работает GPS.;07.09.2024
102;Xiaomi Redmi Note 13;Xiaomi;1;Корпус царапается, нужен чехол.;13.08.2024
103;Apple iPhone 15;Apple;4;Камера не впечатлила.;09.09.2024
101;Samsung Galaxy A55;Samsung;5;Дизайн простой, но функционал на уровне.;07.05.2024
102;Xiaomi Redmi Note 13;Xiaomi;4;Рекомендую друзьям, лучший выбор.;16.08.2024
103;Apple iPhone 15;Apple;5;Нестабильная связь, иногда пропадает интернет.;17.09.2024
101;Samsung Galaxy A55;Samsung;1;Цена высокая, но оправдана.;11.09.2024
102;Xiaomi Redmi Note 13;Xiaomi;1;Плохая комплектация, ожидал больше.;07.07.2024
103;Apple iPhone 15;Apple;4;Камера не впечатлила.;14.10.2024
101;Samsung Galaxy A55;Samsung;4;Соотношение цена/качество оптимальное.;06.06.2024
102;Xiaomi Redmi Note 13;Xiaomi;1;Производительность на высоте.;01.06.2024
103;Apple iPhone 15;Apple;2;Медленно работает GPS.;06.11.2024
101;Samsung Galaxy A55;Samsung;4;Фото отличное, особенно ночные снимки.;28.08.2024
102;Xiaomi Redmi Note 13;Xiaomi;1;Дизайн простой, но функционал на уровне.;25.05.2024
103;Apple iPhone 15;Apple;2;Корпус царапается, нужен чехол.;08.11.2024
101;Samsung Galaxy A55;Samsung;2;Фото отличное, особенно ночные снимки.;05.06.2024
102;Xiaomi Redmi Note 13;Xiaomi;3;Медленно работает GPS.;05.06.2024
103;Apple iPhone 15;Apple;2;Памяти маловато для фото и видео.;15.09.2024
101;Samsung Galaxy A55;Samsung;3;Плохая комплектация, ожидал больше.;02.04.2024
102;Xiaomi Redmi Note 13;Xiaomi;1;Плохая комплектация, ожидал больше.;21.07.2024
103;Apple iPhone 15;Apple;2;Цена высокая, но оправдана.;15.08.2024
101;Samsung Galaxy A55;Samsung;1;Много бесполезных приложений в системе.;20.04.2024
102;Xiaomi Redmi Note 13;Xiaomi;4;Приятно держать в руке, экран яркий.;20.07.2024
103;Apple iPhone 15;Apple;2;Производительность на высоте.;28.08.2024
101;Samsung Galaxy A55;Samsung;2;Рекомендую друзьям, лучший выбор.;24.09.2024
102;Xiaomi Redmi Note 13;Xiaomi;3;Приятно держать в руке, экран яркий.;20.10.2024
103;Apple iPhone 15;Apple;5;Производительность на высоте.;21.06.2024
101;Samsung Galaxy A55;Samsung;4;Фото отличное, особенно ночные снимки.;04.06.2024
102;Xiaomi Redmi Note 13;Xiaomi;2;Удобный интерфейс, всё понятно.;01.10.2024
103;Apple iPhone 15;Apple;2;Соотношение цена/качество оптимальное.;02.06.2024
101;Samsung Galaxy A55;Samsung;3;Слишком быстро разряжается батарея.;03.06.2024
102;Xiaomi Redmi Note 13;Xiaomi;1;Производительность на высоте.;18.09.2024
103;Apple iPhone 15;Apple;3;Очень доволен качеством, всё работает отлично.;04.07.2024
101;Samsung Galaxy A55;Samsung;5;Производительность на высоте.;16.07.2024
102;Xiaomi Redmi Note 13;Xiaomi;4;Средне, есть недостатки по звуку.;17.05.2024
103;Apple iPhone 15;Apple;2;Фото отличное, особенно ночные снимки.;26.10.2024
101;Samsung Galaxy A55;Samsung;3;Плохая комплектация, ожидал больше.;07.06.2024
102;Xiaomi Redmi Note 13;Xiaomi;3;Много бесполезных приложений в системе.;13.10.2024
103;Apple iPhone 15;Apple;2;Компактный и лёгкий, удобно носить.;15.10.2024
101;Samsung Galaxy A55;Samsung;5;Нестабильная связь, иногда пропадает интернет.;13.07.2024
102;Xiaomi Redmi Note 13;Xiaomi;3;Фото отличное, особенно ночные снимки.;12.06.2024
103;Apple iPhone 15;Apple;1;Корпус царапается, нужен чехол.;21.06.2024
101;Samsung Galaxy A55;Samsung;3;Камера не впечатлила.;13.06.2024
102;Xiaomi Redmi Note 13;Xiaomi;1;Корпус царапается, нужен чехол.;21.10.2024
103;Apple iPhone 15;Apple;1;Слишком быстро разряжается батарея.;05.07.2024
101;Samsung Galaxy A55;Samsung;1;Слишком быстро разряжается батарея.;14.09.2024
102;Xiaomi Redmi Note 13;Xiaomi;5;Удобный интерфейс, всё понятно.;07.10.2024
103;Apple iPhone 15;Apple;2;Удобный интерфейс, всё понятно.;07.10.2024
101;Samsung Galaxy A55;Samsung;1;Нестабильная связь, иногда пропадает интернет.;24.05.2024
102;Xiaomi Redmi Note 13;Xiaomi;3;Нестабильная связь, иногда пропадает интернет.;10.08.2024
103;Apple iPhone 15;Apple;4;Рекомендую друзьям, лучший выбор.;29.10.2024
101;Samsung Galaxy A55;Samsung;1;Удобный интерфейс, всё понятно.;18.06.2024
102;Xiaomi Redmi Note 13;Xiaomi;4;Слишком быстро разряжается батарея.;12.06.2024
103;Apple iPhone 15;Apple;2;Цена высокая, но оправдана.;26.07.2024
101;Samsung Galaxy A55;Samsung;3;Памяти маловато для фото и видео.;25.08.2024
102;Xiaomi Redmi Note 13;Xiaomi;3;Памяти маловато для фото и видео.;06.10.2024
103;Apple iPhone 15;Apple;5;Цена высокая, но оправдана.;19.11.2024
101;Samsung Galaxy A55;Samsung;1;Цена высокая, но оправдана.;02.05.2024
102;Xiaomi Redmi Note 13;Xiaomi;5;Очень доволен качеством, всё работает отлично.;25.07.2024
103;Apple iPhone 15;Apple;1;Производительность на высоте.;04.08.2024
101;Samsung Galaxy A55;Samsung;1;Удобный интерфейс, всё понятно.;24.07.2024
102;Xiaomi Redmi Note 13;Xiaomi;1;Плохая комплектация, ожидал больше.;29.05.2024
103;Apple iPhone 15;Apple;1;Памяти маловато для фото и видео.;12.09.2024
101;Samsung Galaxy A55;Samsung;1;Очень доволен качеством, всё работает отлично.;12.09.2024
102;Xiaomi Redmi Note 13;Xiaomi;3;Приятно держать в руке, экран яркий.;01.10.2024
103;Apple iPhone 15;Apple;3;Компактный и лёгкий, удобно носить.;17.09.2024
101;Samsung Galaxy A55;Samsung;2;Компактный и лёгкий, удобно носить.;27.06.2024
102;Xiaomi Redmi Note 13;Xiaomi;5;Соотношение цена/качество оптимальное.;19.09.2024
103;Apple iPhone 15;Apple;3;Производительность на высоте.;09.07.2024
101;Samsung Galaxy A55;Samsung;3;Дизайн простой, но функционал на уровне.;16.07.2024
102;Xiaomi Redmi Note 13;Xiaomi;2;Слишком быстро разряжается батарея.;02.09.2024
103;Apple iPhone 15;Apple;2;Рекомендую друзьям, лучший выбор.;21.06.2024
101;Samsung Galaxy A55;Samsung;1;Цена высокая, но оправдана.;09.07.2024
102;Xiaomi Redmi Note 13;Xiaomi;1;Рекомендую друзьям, лучший выбор.;12.10.2024
103;Apple iPhone 15;Apple;4;Очень доволен качеством, всё работает отлично.;26.08.2024
101;Samsung Galaxy A55;Samsung;2;Много бесполезных приложений в системе.;14.04.2024
102;Xiaomi Redmi Note 13;Xiaomi;3;Цена высокая, но оправдана.;25.09.2024
103;Apple iPhone 15;Apple;3;Корпус царапается, нужен чехол.;27.08.2024
101;Samsung Galaxy A55;Samsung;1;Нестабильная связь, иногда пропадает интернет.;03.04.2024
102;Xiaomi Redmi Note 13;Xiaomi;5;Дизайн простой, но функционал на уровне.;14.05.2024
103;Apple iPhone 15;Apple;1;Слишком быстро разряжается батарея.;15.11.2024
101;Samsung Galaxy A55;Samsung;1;Приятно держать в руке, экран яркий.;05.07.2024
102;Xiaomi Redmi Note 13;Xiaomi;3;Цена высокая, но оправдана.;29.09.2024
103;Apple iPhone 15;Apple;5;Плохая комплектация, ожидал больше.;14.07.2024
101;Samsung Galaxy A55;Samsung;3;Средне, есть недостатки по звуку.;22.06.2024
102;Xiaomi Redmi Note 13;Xiaomi;1;Удобный интерфейс, всё понятно.;04.05.2024
103;Apple iPhone 15;Apple;3;Корпус царапается, нужен чехол.;12.06.2024
101;Samsung Galaxy A55;Samsung;4;Цена высокая, но оправдана.;25.06.2024
102;Xiaomi Redmi Note 13;Xiaomi;5;Соотношение цена/качество оптимальное.;05.07.2024
103;Apple iPhone 15;Apple;1;Слабый аккумулятор, приходится заряжать дважды в день.;14.06.2024
101;Samsung Galaxy A55;Samsung;2;Дизайн простой, но функционал на уровне.;12.05.2024
102;Xiaomi Redmi Note 13;Xiaomi;5;Цена высокая, но оправдана.;19.08.2024
103;Apple iPhone 15;Apple;2;Медленно работает GPS.;21.07.2024
101;Samsung Galaxy A55;Samsung;5;Фото отличное, особенно ночные снимки.;17.09.2024
102;Xiaomi Redmi Note 13;Xiaomi;2;Камера не впечатлила.;14.10.2024
103;Apple iPhone 15;Apple;5;Камера не впечатлила.;25.11.2024
101;Samsung Galaxy A55;Samsung;3;Соотношение цена/качество оптимальное.;24.04.2024
102;Xiaomi Redmi Note 13;Xiaomi;1;Камера не впечатлила.;05.06.2024
103;Apple iPhone 15;Apple;4;Соотношение цена/качество оптимальное.;19.10.2024
101;Samsung Galaxy A55;Samsung;5;Корпус царапается, нужен чехол.;24.07.2024
102;Xiaomi Redmi Note 13;Xiaomi;5;Удобный интерфейс, всё понятно.;30.08.2024
103;Apple iPhone 15;Apple;1;Медленно работает GPS.;23.08.2024
101;Samsung Galaxy A55;Samsung;3;Слишком быстро разряжается батарея.;31.07.2024
102;Xiaomi Redmi Note 13;Xiaomi;2;Компактный и лёгкий, удобно носить.;24.06.2024
103;Apple iPhone 15;Apple;2;Удобный интерфейс, всё понятно.;03.06.2024
101;Samsung Galaxy A55;Samsung;3;Очень доволен качеством, всё работает отлично.;08.08.2024
102;Xiaomi Redmi Note 13;Xiaomi;1;Плохая комплектация, ожидал больше.;12.07.2024
103;Apple iPhone 15;Apple;2;Средне, есть недостатки по звуку.;18.08.2024
101;Samsung Galaxy A55;Samsung;2;Средне, есть недостатки по звуку.;08.06.2024
102;Xiaomi Redmi Note 13;Xiaomi;3;Нестабильная связь, иногда пропадает интернет.;07.10.2024
103;Apple iPhone 15;Apple;3;Слабый аккумулятор, приходится заряжать дважды в день.;15.06.2024
101;Samsung Galaxy A55;Samsung;5;Цена высокая, но оправдана.;04.05.2024
102;Xiaomi Redmi Note 13;Xiaomi;2;Слабый аккумулятор, приходится заряжать дважды в день.;04.09.2024
103;Apple iPhone 15;Apple;1;Приятно держать в руке, экран яркий.;21.10.2024
101;Samsung Galaxy A55;Samsung;3;Рекомендую друзьям, лучший выбор.;03.07.2024
102;Xiaomi Redmi Note 13;Xiaomi;2;Фото отличное, особенно ночные снимки.;14.08.2024
103;Apple iPhone 15;Apple;4;Слабый аккумулятор, приходится заряжать дважды в день.;15.10.2024
101;Samsung Galaxy A55;Samsung;3;Компактный и лёгкий, удобно носить.;02.08.2024
102;Xiaomi Redmi Note 13;Xiaomi;1;Плохая комплектация, ожидал больше.;07.06.2024
103;Apple iPhone 15;Apple;5;Компактный и лёгкий, удобно носить.;03.08.2024
101;Samsung Galaxy A55;Samsung;1;Памяти маловато для фото и видео.;30.08.2024
102;Xiaomi Redmi Note 13;Xiaomi;5;Фото отличное, особенно ночные снимки.;20.07.2024
103;Apple iPhone 15;Apple;4;Корпус царапается, нужен чехол.;30.10.2024
101;Samsung Galaxy A55;Samsung;2;Слабый аккумулятор, приходится заряжать дважды в день.;17.06.2024
102;Xiaomi Redmi Note 13;Xiaomi;3;Средне, есть недостатки по звуку.;07.08.2024
103;Apple iPhone 15;Apple;3;Приятно держать в руке, экран яркий.;26.06.2024
101;Samsung Galaxy A55;Samsung;5;Соотношение цена/качество оптимальное.;24.07.2024
102;Xiaomi Redmi Note 13;Xiaomi;4;Удобный интерфейс, всё понятно.;10.05.2024
103;Apple iPhone 15;Apple;5;Корпус царапается, нужен чехол.;25.11.2024
101;Samsung Galaxy A55;Samsung;1;Слабый аккумулятор, приходится заряжать дважды в день.;29.04.2024
102;Xiaomi Redmi Note 13;Xiaomi;5;Средне, есть недостатки по звуку.;03.07.2024
103;Apple iPhone 15;Apple;2;Слишком быстро разряжается батарея.;06.10.2024
101;Samsung Galaxy A55;Samsung;2;Приятно держать в руке, экран яркий.;29.06.2024
102;Xiaomi Redmi Note 13;Xiaomi;2;Рекомендую друзьям, лучший выбор.;15.05.2024
103;Apple iPhone 15;Apple;1;Слабый аккумулятор, приходится заряжать дважды в день.;03.07.2024
101;Samsung Galaxy A55;Samsung;2;Дизайн простой, но функционал на уровне.;13.09.2024
102;Xiaomi Redmi Note 13;Xiaomi;5;Нестабильная связь, иногда пропадает интернет.;25.06.2024
103;Apple iPhone 15;Apple;5;Слабый аккумулятор, приходится заряжать дважды в день.;09.06.2024
101;Samsung Galaxy A55;Samsung;2;Удобный интерфейс, всё понятно.;19.07.2024
102;Xiaomi Redmi Note 13;Xiaomi;5;Дизайн простой, но функционал на уровне.;05.07.2024
103;Apple iPhone 15;Apple;1;Нестабильная связь, иногда пропадает интернет.;13.10.2024
101;Samsung Galaxy A55;Samsung;1;Дизайн простой, но функционал на уровне.;03.06.2024
102;Xiaomi Redmi Note 13;Xiaomi;1;Цена высокая, но оправдана.;31.07.2024
103;Apple iPhone 15;Apple;2;Цена высокая, но оправдана.;17.06.2024
101;Samsung Galaxy A55;Samsung;5;Цена высокая, но оправдана.;27.06.2024
102;Xiaomi Redmi Note 13;Xiaomi;5;Цена высокая, но оправдана.;22.07.2024
103;Apple iPhone 15;Apple;5;Фото отличное, особенно ночные снимки.;12.06.2024
101;Samsung Galaxy A55;Samsung;2;Производительность на высоте.;13.06.2024
102;Xiaomi Redmi Note 13;Xiaomi;3;Дизайн простой, но функционал на уровне.;28.06.2024
103;Apple iPhone 15;Apple;2;Слишком быстро разряжается батарея.;30.08.2024
101;Samsung Galaxy A55;Samsung;4;Корпус царапается, нужен чехол.;30.06.2024
102;Xiaomi Redmi Note 13;Xiaomi;2;Рекомендую друзьям, лучший выбор.;24.10.2024
103;Apple iPhone 15;Apple;4;Нестабильная связь, иногда пропадает интернет.;27.06.2024
101;Samsung Galaxy A55;Samsung;4;Цена высокая, но оправдана.;21.05.2024
102;Xiaomi Redmi Note 13;Xiaomi;1;Много бесполезных приложений в системе.;16.06.2024
103;Apple iPhone 15;Apple;1;Памяти маловато для фото и видео.;28.07.2024
101;Samsung Galaxy A55;Samsung;2;Корпус царапается, нужен чехол.;09.04.2024
102;Xiaomi Redmi Note 13;Xiaomi;2;Соотношение цена/качество оптимальное.;14.08.2024
103;Apple iPhone 15;Apple;1;Производительность на высоте.;05.07.2024
101;Samsung Galaxy A55;Samsung;1;Приятно держать в руке, экран яркий.;07.07.2024
102;Xiaomi Redmi Note 13;Xiaomi;3;Соотношение цена/качество оптимальное.;04.07.2024
103;Apple iPhone 15;Apple;4;Удобный интерфейс, всё понятно.;22.09.2024
